reprov_fund_total,reprov_fund_anos_finais,reprov_med_total,reprov_med_1serie,pct_internet,pct_biblioteca,pct_lab_informatica,pct_quadra,pct_agua_potavel,pct_sem_esgoto,pct_sem_acessibilidade,pct_alimentacao,qt_salas_media,localizacao,dependencia_adm
4.4,6.8,,,100.0,6.896551724137931,48.27586206896552,55.172413793103445,100.0,0.0,13.79310344827586,100.0,8.0,Total,Municipal
0.8,1.8,1.1,2.4,100.0,8.333333333333332,58.333333333333336,41.66666666666667,100.0,0.0,41.66666666666667,83.33333333333334,9.25,Total,Total
1.4,,,,100.0,0.0,0.0,33.33333333333333,100.0,0.0,0.0,100.0,10.666666666666666,Urbana,Municipal
2.1,4.5,0.0,0.0,100.0,33.33333333333333,66.66666666666666,0.0,100.0,0.0,0.0,100.0,6.666666666666667,Total,Total
,,4.0,5.3,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,33.0,Rural,Federal
0.0,0.0,0.0,0.0,100.0,100.0,50.0,100.0,100.0,0.0,0.0,100.0,3.5,Total,Estadual
6.0,12.3,,,100.0,78.68852459016394,33.60655737704918,50.81967213114754,100.0,0.0,1.639344262295082,100.0,12.01639344262295,Total,Municipal
,,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,4.0,Total,Estadual
0.4,,,,100.0,0.0,30.0,30.0,100.0,0.0,0.0,100.0,6.7,Urbana,Municipal
9.9,8.4,,,100.0,66.66666666666666,0.0,66.66666666666666,100.0,0.0,0.0,100.0,7.666666666666667,Rural,Total
0.4,0.7,1.8,3.6,100.0,0.0,28.947368421052637,31.57894736842105,100.0,0.0,55.26315789473685,92.10526315789474,9.394736842105264,Total,Total
0.3,0.4,0.6,0.0,66.66666666666666,83.33333333333334,83.33333333333334,66.66666666666666,100.0,0.0,33.33333333333333,83.33333333333334,13.166666666666666,Urbana,Estadual
0.0,0.0,,,100.0,66.66666666666666,33.33333333333333,0.0,100.0,0.0,0.0,33.33333333333333,8.666666666666666,Urbana,Privada
1.8,4.0,,,95.0,25.0,5.0,5.0,100.0,0.0,25.0,100.0,4.1,Total,Municipal
0.2,0.3,0.0,0.0,100.0,15.789473684210526,23.684210526315788,44.73684210526316,100.0,0.0,26.31578947368421,92.10526315789474,6.368421052631579,Total,Total
14.3,19.0,,,100.0,80.0,20.0,40.0,100.0,0.0,0.0,100.0,7.6,Rural,Municipal
2.8,3.2,7.1,10.1,78.26086956521739,0.0,4.3478260869565215,0.0,100.0,17.391304347826086,82.6086956521739,100.0,3.608695652173913,Rural,Total
,,1.7,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,5.0,Total,Estadual
7.1,7.5,8.3,11.7,88.88888888888889,77.77777777777779,77.77777777777779,44.44444444444444,100.0,0.0,11.11111111111111,100.0,10.666666666666666,Total,Estadual
0.9,1.2,0.7,0.0,100.0,0.0,75.0,25.0,100.0,0.0,50.0,100.0,8.25,Urbana,Total
,,2.7,1.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,12.0,Total,Federal
18.6,19.4,6.4,3.7,75.0,0.0,0.0,0.0,75.0,0.0,100.0,100.0,6.75,Rural,Estadual
15.3,12.5,,,100.0,25.0,16.666666666666664,16.666666666666664,100.0,8.333333333333332,41.66666666666667,100.0,6.25,Total,Municipal
5.3,,,,100.0,28.57142857142857,0.0,42.85714285714285,100.0,0.0,0.0,100.0,6.857142857142857,Urbana,Municipal
12.8,17.4,13.2,20.7,100.0,6.896551724137931,3.4482758620689653,24.13793103448276,96.55172413793105,0.0,6.896551724137931,100.0,9.241379310344827,Total,Municipal
0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,7.0,Total,Estadual
6.4,4.3,9.0,8.7,100.0,57.14285714285714,0.0,42.85714285714285,100.0,0.0,14.285714285714285,71.42857142857143,7.714285714285714,Urbana,Total
2.4,4.1,,,81.81818181818183,4.545454545454546,4.545454545454546,0.0,95.45454545454544,0.0,68.18181818181817,100.0,3.0454545454545454,Rural,Municipal
17.3,17.3,9.3,15.0,100.0,100.0,88.88888888888889,100.0,100.0,0.0,0.0,100.0,12.666666666666666,Total,Estadual
5.5,9.4,,,100.0,50.0,25.0,25.0,100.0,0.0,25.0,100.0,7.0,Urbana,Municipal
0.0,,,,100.0,0.0,33.33333333333333,33.33333333333333,100.0,0.0,0.0,100.0,9.666666666666666,Total,Municipal
2.4,4.8,,,97.36842105263158,18.421052631578945,7.894736842105263,15.789473684210526,100.0,0.0,68.42105263157895,100.0,6.078947368421052,Total,Municipal
2.5,4.5,,,71.42857142857143,28.57142857142857,14.285714285714285,14.285714285714285,100.0,14.285714285714285,57.14285714285714,100.0,7.571428571428571,Total,Municipal
1.1,1.1,3.1,4.8,100.0,100.0,100.0,40.0,100.0,0.0,20.0,80.0,15.4,Urbana,Estadual
13.1,3.2,,,100.0,0.0,33.33333333333333,0.0,100.0,0.0,33.33333333333333,100.0,6.666666666666667,Urbana,Municipal
2.3,0.7,1.2,2.7,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,45.0,Urbana,Estadual
0.7,0.7,2.5,3.6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,13.0,Total,Estadual
2.2,2.5,0.6,1.2,100.0,41.66666666666667,25.0,41.66666666666667,100.0,0.0,75.0,83.33333333333334,9.5,Urbana,Total
10.5,15.4,3.5,1.3,100.0,36.36363636363637,24.24242424242424,33.33333333333333,100.0,0.0,30.303030303030305,75.75757575757575,8.606060606060606,Urbana,Total
0.0,,,,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,7.0,Urbana,Municipal
9.6,11.2,4.1,10.1,92.85714285714286,21.428571428571427,3.571428571428571,42.85714285714285,96.42857142857144,0.0,7.142857142857142,96.42857142857144,5.285714285714286,Rural,Total
3.1,5.7,0.0,0.0,83.33333333333334,33.33333333333333,33.33333333333333,66.66666666666666,100.0,0.0,0.0,100.0,7.333333333333333,Urbana,Total
0.0,,,,75.0,0.0,6.25,0.0,100.0,6.25,56.25,100.0,1.8125,Rural,Municipal
0.0,,,,100.0,0.0,100.0,50.0,100.0,0.0,0.0,100.0,12.5,Urbana,Municipal
0.7,1.4,6.3,7.0,100.0,50.0,25.0,50.0,100.0,0.0,0.0,25.0,8.5,Urbana,Privada
2.5,2.7,,,100.0,20.0,0.0,20.0,100.0,0.0,0.0,100.0,3.733333333333333,Total,Municipal
,,1.2,0.9,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,6.0,Total,Estadual
,,2.2,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,10.0,Urbana,Estadual
,,2.6,6.7,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,9.0,Rural,Estadual
8.5,10.3,3.6,3.2,94.73684210526316,15.789473684210526,26.31578947368421,42.10526315789473,100.0,0.0,42.10526315789473,94.73684210526316,9.947368421052632,Urbana,Total
0.0,,,,100.0,50.0,50.0,0.0,100.0,0.0,0.0,50.0,6.0,Urbana,Privada
0.3,0.7,1.9,1.2,100.0,20.0,0.0,20.0,100.0,0.0,20.0,100.0,7.8,Urbana,Total
14.8,6.8,,,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,11.0,Rural,Total
1.9,2.2,,,100.0,0.0,50.0,50.0,100.0,0.0,0.0,100.0,19.5,Total,Municipal
2.9,2.2,2.3,3.1,100.0,70.58823529411765,41.17647058823529,64.70588235294117,100.0,0.0,0.0,100.0,9.823529411764708,Total,Total
,,4.2,8.3,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5.0,Total,Estadual
1.7,1.9,6.0,4.9,100.0,75.0,87.5,62.5,100.0,0.0,0.0,100.0,10.125,Urbana,Total
2.8,2.8,4.7,8.5,100.0,91.30434782608695,95.65217391304348,86.95652173913044,100.0,0.0,0.0,100.0,11.391304347826088,Total,Estadual
,,18.6,26.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,11.0,Total,Estadual
7.1,7.1,3.5,6.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,21.0,Urbana,Estadual
1.3,1.9,0.0,0.0,100.0,80.0,80.0,80.0,100.0,0.0,20.0,100.0,4.4,Total,Total
0.1,0.0,,,87.5,12.5,0.0,12.5,100.0,0.0,12.5,100.0,6.375,Urbana,Municipal
3.3,,,,100.0,80.0,0.0,0.0,100.0,0.0,0.0,100.0,7.8,Total,Municipal
2.3,2.3,2.1,2.7,100.0,50.0,50.0,100.0,100.0,0.0,0.0,100.0,17.5,Total,Estadual
0.0,0.0,,,100.0,66.66666666666666,50.0,100.0,100.0,0.0,16.666666666666664,100.0,4.333333333333333,Rural,Total
4.4,3.7,1.1,1.5,100.0,18.75,12.5,31.25,100.0,0.0,0.0,87.5,10.125,Urbana,Total
13.3,22.9,10.3,16.1,94.44444444444444,61.11111111111112,33.33333333333333,38.88888888888889,94.44444444444444,0.0,16.666666666666664,94.44444444444444,8.11111111111111,Total,Total
3.7,5.1,,,100.0,8.333333333333332,0.0,41.66666666666667,100.0,0.0,8.333333333333332,100.0,7.333333333333333,Urbana,Municipal
1.1,1.1,0.0,0.0,100.0,100.0,100.0,66.66666666666666,100.0,0.0,33.33333333333333,100.0,6.333333333333333,Rural,Estadual
,,5.5,7.3,100.0,50.0,0.0,50.0,100.0,0.0,0.0,100.0,9.0,Urbana,Estadual
1.7,4.0,,,100.0,0.0,0.0,0.0,100.0,0.0,25.0,100.0,8.25,Urbana,Municipal
0.0,,,,100.0,0.0,50.0,50.0,100.0,0.0,50.0,100.0,7.5,Total,Municipal
0.0,,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,13.0,Total,Municipal
5.5,7.8,3.8,4.0,95.23809523809524,23.809523809523807,19.047619047619047,19.047619047619047,100.0,0.0,4.761904761904762,80.95238095238095,8.380952380952381,Urbana,Total
9.1,18.7,,,100.0,0.0,33.33333333333333,0.0,100.0,0.0,0.0,100.0,4.333333333333333,Rural,Total
0.0,,,,42.85714285714285,28.57142857142857,0.0,14.285714285714285,100.0,0.0,100.0,100.0,4.428571428571429,Rural,Municipal
13.4,21.5,2.4,0.0,91.66666666666666,16.666666666666664,0.0,25.0,100.0,0.0,25.0,91.66666666666666,3.083333333333333,Total,Total
0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,8.0,Total,Estadual
0.2,,,,100.0,10.0,0.0,50.0,100.0,0.0,0.0,100.0,8.7,Total,Municipal
4.1,6.2,0.0,0.0,100.0,50.0,33.33333333333333,33.33333333333333,100.0,0.0,16.666666666666664,83.33333333333334,10.166666666666666,Urbana,Total
8.8,10.9,,,100.0,0.0,0.0,0.0,100.0,0.0,66.66666666666666,100.0,4.666666666666667,Total,Municipal
1.4,2.6,2.9,4.2,100.0,50.0,33.33333333333333,16.666666666666664,100.0,0.0,0.0,0.0,10.666666666666666,Total,Privada
0.0,0.0,1.4,3.6,100.0,100.0,100.0,75.0,100.0,0.0,25.0,100.0,11.25,Urbana,Total
6.6,9.9,,,93.75,6.25,0.0,12.5,93.75,0.0,37.5,100.0,6.0625,Total,Municipal
2.0,2.0,4.8,12.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,13.0,Total,Estadual
0.7,1.4,1.6,2.7,62.5,43.75,43.75,31.25,100.0,0.0,68.75,93.75,5.0,Total,Total
2.2,2.2,8.2,11.6,100.0,50.0,50.0,50.0,100.0,0.0,0.0,100.0,8.0,Total,Estadual
1.3,2.5,2.4,2.1,100.0,19.35483870967742,38.70967741935484,45.16129032258064,100.0,0.0,41.935483870967744,87.09677419354838,7.516129032258065,Total,Total
0.0,,,,100.0,0.0,50.0,0.0,100.0,0.0,100.0,100.0,2.0,Rural,Municipal
0.8,0.0,,,100.0,100.0,50.0,50.0,100.0,0.0,0.0,100.0,6.0,Rural,Total
3.0,3.0,1.6,2.0,100.0,30.76923076923077,15.384615384615383,30.76923076923077,100.0,0.0,3.8461538461538463,88.46153846153845,8.346153846153847,Urbana,Total
4.1,5.3,4.6,5.1,54.77386934673368,22.110552763819097,16.582914572864322,20.603015075376884,41.70854271356784,33.66834170854271,63.31658291457286,95.97989949748744,4.85929648241206,Total,Total
0.4,,,,100.0,66.66666666666666,33.33333333333333,66.66666666666666,100.0,0.0,33.33333333333333,100.0,5.666666666666667,Urbana,Municipal
6.4,8.9,,,100.0,60.0,0.0,20.0,100.0,0.0,20.0,100.0,11.6,Urbana,Municipal
3.2,2.6,4.9,7.3,100.0,58.82352941176471,41.17647058823529,76.47058823529412,100.0,0.0,0.0,94.11764705882352,8.705882352941176,Urbana,Total
8.8,10.6,0.0,0.0,100.0,20.0,40.0,40.0,100.0,0.0,80.0,100.0,8.6,Urbana,Total
,,11.3,13.3,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,3.0,Urbana,Estadual
2.1,4.3,0.5,1.8,100.0,50.0,0.0,33.33333333333333,100.0,0.0,0.0,100.0,7.333333333333333,Urbana,Total
0.0,0.0,,,100.0,40.0,40.0,100.0,100.0,0.0,0.0,100.0,3.6,Rural,Municipal
2.8,4.4,,,100.0,7.4074074074074066,22.22222222222222,7.4074074074074066,100.0,0.0,11.11111111111111,100.0,6.407407407407407,Total,Municipal
4.8,,,,100.0,33.33333333333333,0.0,33.33333333333333,100.0,0.0,0.0,100.0,7.0,Total,Municipal
,,27.5,37.9,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,9.0,Urbana,Estadual
4.5,,,,50.0,0.0,25.0,0.0,100.0,50.0,75.0,100.0,1.5,Rural,Total
2.3,4.8,,,100.0,33.33333333333333,33.33333333333333,66.66666666666666,100.0,0.0,33.33333333333333,100.0,5.0,Rural,Total
0.0,,,,100.0,0.0,50.0,100.0,100.0,0.0,0.0,50.0,6.0,Total,Privada
2.0,2.0,5.3,9.4,100.0,100.0,71.42857142857143,85.71428571428571,100.0,0.0,0.0,100.0,11.714285714285714,Urbana,Estadual
0.2,0.2,0.9,0.8,100.0,9.090909090909092,54.54545454545454,90.9090909090909,100.0,0.0,36.36363636363637,90.9090909090909,12.636363636363637,Total,Estadual
0.2,0.2,1.0,2.6,100.0,22.727272727272727,31.818181818181817,50.0,100.0,0.0,9.090909090909092,31.818181818181817,12.818181818181818,Total,Privada
5.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,3.0,Rural,Total
1.1,2.6,,,100.0,16.666666666666664,0.0,16.666666666666664,100.0,0.0,16.666666666666664,100.0,8.833333333333334,Urbana,Municipal
2.1,1.4,0.5,0.0,100.0,20.0,0.0,40.0,100.0,0.0,0.0,100.0,9.2,Total,Total
,,1.2,0.0,0.0,50.0,50.0,100.0,100.0,0.0,0.0,100.0,13.5,Rural,Estadual
0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,4.0,Urbana,Estadual
0.0,,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,13.0,Urbana,Municipal
4.6,5.0,8.0,16.4,28.98550724637681,0.7246376811594203,5.797101449275362,6.521739130434782,75.36231884057972,65.21739130434783,80.43478260869566,100.0,3.920289855072464,Total,Total
0.0,0.0,,,100.0,100.0,0.0,50.0,100.0,0.0,0.0,50.0,9.0,Total,Privada
9.8,13.5,5.0,3.8,73.07692307692307,11.538461538461538,7.6923076923076925,15.384615384615383,100.0,3.8461538461538463,26.923076923076923,96.15384615384616,5.1923076923076925,Rural,Total
7.5,7.5,7.8,14.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,8.0,Urbana,Estadual
1.3,3.5,0.0,,100.0,25.0,0.0,25.0,100.0,0.0,25.0,0.0,12.5,Total,Privada
0.9,0.8,3.8,5.3,100.0,0.0,25.0,25.0,100.0,0.0,25.0,100.0,7.5,Urbana,Total
0.0,0.0,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,Urbana,Privada
1.0,1.1,,,88.88888888888889,0.0,0.0,22.22222222222222,100.0,0.0,66.66666666666666,100.0,5.222222222222222,Rural,Municipal
,,2.2,4.3,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,5.0,Urbana,Estadual
8.4,14.2,6.1,4.6,100.0,62.85714285714285,37.142857142857146,48.57142857142857,100.0,0.0,20.0,71.42857142857143,12.771428571428572,Urbana,Total
1.0,1.8,0.0,0.0,100.0,30.0,30.0,40.0,100.0,0.0,20.0,70.0,6.8,Urbana,Total
0.0,0.0,,,100.0,0.0,28.57142857142857,28.57142857142857,100.0,0.0,14.285714285714285,100.0,10.857142857142858,Urbana,Municipal
0.0,,,,100.0,40.0,0.0,40.0,100.0,0.0,0.0,100.0,6.0,Total,Municipal
0.8,1.3,2.0,3.2,90.0,50.0,10.0,20.0,100.0,0.0,0.0,80.0,7.4,Urbana,Total
1.3,1.6,0.9,1.4,60.0,30.0,40.0,25.0,100.0,0.0,40.0,100.0,3.75,Rural,Total
2.7,5.8,8.0,14.2,100.0,100.0,57.14285714285714,85.71428571428571,100.0,0.0,42.85714285714285,100.0,11.285714285714286,Urbana,Total
1.6,2.8,,,100.0,50.0,100.0,100.0,100.0,0.0,50.0,100.0,4.0,Rural,Total
6.8,14.0,13.0,5.6,100.0,33.33333333333333,33.33333333333333,0.0,100.0,0.0,33.33333333333333,100.0,6.666666666666667,Urbana,Total
1.5,1.0,14.8,21.5,100.0,0.0,28.57142857142857,14.285714285714285,100.0,0.0,14.285714285714285,71.42857142857143,6.0,Urbana,Total
0.0,0.0,0.9,2.4,100.0,83.33333333333334,66.66666666666666,66.66666666666666,100.0,0.0,0.0,33.33333333333333,22.166666666666668,Urbana,Privada
13.9,13.9,14.8,24.9,100.0,84.61538461538461,34.61538461538461,73.07692307692307,100.0,0.0,7.6923076923076925,100.0,9.307692307692308,Total,Estadual
7.9,8.7,,,90.0,50.0,0.0,70.0,100.0,0.0,50.0,100.0,4.8,Rural,Total
0.3,,,,100.0,0.0,80.0,60.0,100.0,0.0,0.0,100.0,9.8,Total,Municipal
4.8,4.7,,,42.5925925925926,3.7037037037037033,0.0,0.0,94.44444444444444,9.25925925925926,83.33333333333334,100.0,2.1666666666666665,Rural,Total
5.7,4.1,,,85.71428571428571,0.0,0.0,92.85714285714286,100.0,0.0,50.0,100.0,2.5,Rural,Total
4.3,8.5,13.1,18.6,96.66666666666669,60.0,40.0,33.33333333333333,100.0,0.0,53.333333333333336,80.0,7.566666666666666,Urbana,Total
2.7,4.7,8.3,11.5,100.0,22.22222222222222,22.22222222222222,33.33333333333333,100.0,0.0,11.11111111111111,77.77777777777779,12.88888888888889,Urbana,Total
7.3,10.8,,,100.0,14.285714285714285,0.0,14.285714285714285,100.0,0.0,0.0,100.0,4.428571428571429,Total,Municipal
0.4,0.1,0.8,1.3,100.0,14.634146341463412,53.65853658536586,43.90243902439025,100.0,0.0,39.02439024390244,82.92682926829268,11.341463414634148,Urbana,Total
0.0,0.0,,,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,7.0,Total,Privada
0.4,0.5,0.0,0.0,100.0,100.0,18.181818181818183,54.54545454545454,100.0,0.0,18.181818181818183,9.090909090909092,10.454545454545457,Urbana,Privada
5.4,7.3,,,100.0,57.14285714285714,28.57142857142857,57.14285714285714,100.0,0.0,0.0,100.0,8.857142857142858,Total,Municipal
1.8,,,,100.0,0.0,66.66666666666666,66.66666666666666,100.0,0.0,0.0,100.0,6.666666666666667,Rural,Total
0.0,0.0,0.4,0.0,100.0,0.0,100.0,100.0,100.0,0.0,50.0,100.0,10.5,Urbana,Estadual
2.1,0.0,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,6.0,Total,Privada
12.7,23.7,,,100.0,0.0,0.0,25.0,75.0,0.0,37.5,100.0,6.5,Urbana,Municipal
5.0,10.5,6.6,5.7,100.0,60.0,80.0,20.0,100.0,0.0,0.0,100.0,8.2,Urbana,Total
5.2,7.3,,,17.307692307692307,0.0,0.0,0.0,100.0,11.538461538461538,100.0,100.0,2.4038461538461537,Rural,Municipal
,,1.5,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,4.0,Total,Estadual
1.4,2.8,1.4,1.5,96.7741935483871,16.129032258064516,6.451612903225806,12.903225806451612,100.0,0.0,77.41935483870968,100.0,4.451612903225806,Rural,Total
5.1,8.4,9.7,17.8,100.0,100.0,100.0,75.0,100.0,0.0,0.0,100.0,13.25,Urbana,Estadual
5.4,7.6,11.6,17.9,94.44444444444444,86.11111111111111,69.44444444444444,52.77777777777778,100.0,0.0,50.0,97.2222222222222,12.61111111111111,Total,Estadual
,,1.7,2.2,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,9.0,Urbana,Estadual
4.6,7.4,,,91.66666666666666,0.0,0.0,8.333333333333332,100.0,0.0,25.0,100.0,3.6666666666666665,Rural,Municipal
7.2,10.6,15.2,24.0,100.0,71.42857142857143,71.42857142857143,28.57142857142857,85.71428571428571,0.0,0.0,100.0,8.857142857142858,Urbana,Total
,,1.4,1.7,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,3.0,Total,Estadual
1.1,1.4,2.0,3.1,100.0,0.0,88.88888888888889,55.55555555555556,100.0,0.0,77.77777777777779,100.0,6.666666666666667,Rural,Total
0.3,0.6,,,100.0,80.0,60.0,20.0,100.0,0.0,40.0,100.0,7.8,Urbana,Municipal
2.2,4.0,15.8,26.4,77.77777777777779,33.33333333333333,11.11111111111111,33.33333333333333,100.0,11.11111111111111,44.44444444444444,88.88888888888889,7.444444444444445,Total,Total
0.0,0.0,,,100.0,25.0,25.0,0.0,100.0,0.0,50.0,100.0,5.0,Rural,Municipal
0.3,0.5,0.7,1.2,100.0,25.64102564102564,35.8974358974359,51.28205128205128,97.43589743589745,0.0,25.64102564102564,7.6923076923076925,15.974358974358974,Total,Privada
3.9,4.8,,,100.0,0.0,27.77777777777778,33.33333333333333,100.0,0.0,72.22222222222221,100.0,10.166666666666666,Total,Municipal
0.4,0.8,2.8,1.2,100.0,0.0,25.0,50.0,75.0,0.0,0.0,100.0,13.0,Urbana,Total
3.3,1.3,2.4,3.7,100.0,100.0,60.0,80.0,100.0,0.0,0.0,100.0,13.0,Total,Total
10.5,16.5,,,100.0,0.0,0.0,20.0,100.0,100.0,100.0,100.0,4.4,Total,Municipal
7.1,9.2,15.9,22.5,100.0,100.0,60.0,40.0,100.0,0.0,0.0,100.0,7.4,Urbana,Estadual
6.5,10.0,,,100.0,60.0,20.0,40.0,100.0,0.0,0.0,80.0,10.0,Urbana,Municipal
5.2,11.8,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,Rural,Privada
10.5,12.2,,,92.85714285714286,0.0,0.0,35.714285714285715,35.714285714285715,0.0,64.28571428571429,100.0,6.928571428571429,Rural,Municipal
1.3,,,,100.0,0.0,50.0,0.0,100.0,0.0,0.0,100.0,7.5,Urbana,Municipal
1.2,2.5,,,100.0,0.0,33.33333333333333,50.0,100.0,0.0,16.666666666666664,100.0,8.166666666666666,Urbana,Municipal
,,6.3,7.7,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,7.0,Total,Estadual
1.3,2.0,6.8,8.6,100.0,58.333333333333336,33.33333333333333,66.66666666666666,100.0,0.0,16.666666666666664,100.0,8.5,Urbana,Total
0.0,0.0,,,100.0,6.666666666666667,0.0,6.666666666666667,93.33333333333331,6.666666666666667,0.0,100.0,2.933333333333333,Rural,Municipal
0.0,0.0,,,100.0,66.66666666666666,33.33333333333333,66.66666666666666,100.0,0.0,0.0,100.0,7.333333333333333,Rural,Total
3.2,3.8,0.0,0.0,28.57142857142857,28.57142857142857,0.0,0.0,100.0,0.0,71.42857142857143,100.0,3.857142857142857,Total,Total
0.0,,,,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7.0,Urbana,Privada
,,5.4,5.2,100.0,66.66666666666666,33.33333333333333,66.66666666666666,100.0,0.0,66.66666666666666,100.0,6.333333333333333,Total,Estadual
0.1,0.4,,,75.0,0.0,50.0,50.0,100.0,0.0,25.0,100.0,8.625,Rural,Municipal
,,2.2,3.8,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,8.0,Total,Estadual
3.5,5.3,,,4.0,0.0,0.0,0.0,60.0,88.0,100.0,100.0,1.52,Rural,Total
0.2,0.0,,,100.0,75.0,0.0,25.0,100.0,0.0,0.0,0.0,10.0,Urbana,Privada
13.3,23.8,,,100.0,16.666666666666664,16.666666666666664,16.666666666666664,100.0,0.0,0.0,100.0,18.666666666666668,Urbana,Municipal
11.5,19.0,8.2,10.6,92.0,12.0,8.0,12.0,100.0,0.0,48.0,100.0,6.4,Rural,Total
5.0,5.0,6.9,9.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,10.0,Urbana,Estadual
0.0,0.0,,,100.0,21.428571428571427,7.142857142857142,7.142857142857142,100.0,0.0,21.428571428571427,100.0,10.428571428571429,Total,Municipal
0.5,0.5,1.3,1.0,100.0,66.66666666666666,33.33333333333333,66.66666666666666,100.0,0.0,16.666666666666664,100.0,35.0,Total,Estadual
6.2,9.4,0.2,0.4,32.55813953488372,4.651162790697675,4.651162790697675,4.651162790697675,51.16279069767442,72.09302325581395,97.67441860465117,97.67441860465117,2.7209302325581395,Total,Total
9.3,11.7,8.8,15.5,100.0,37.03703703703704,25.925925925925924,33.33333333333333,100.0,3.7037037037037033,25.925925925925924,81.48148148148148,8.185185185185185,Total,Total
7.7,13.2,,,100.0,40.0,0.0,10.0,100.0,0.0,0.0,90.0,4.8,Total,Municipal
5.2,9.5,3.6,10.0,100.0,100.0,33.33333333333333,66.66666666666666,100.0,0.0,0.0,100.0,5.0,Rural,Estadual
3.7,3.7,,,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,4.0,Rural,Municipal
3.5,1.6,7.3,12.3,100.0,68.75,31.25,81.25,100.0,0.0,0.0,93.75,8.375,Total,Total
9.1,9.1,8.2,14.3,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,7.0,Urbana,Estadual
,,4.1,1.7,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,9.0,Urbana,Estadual
0.7,0.7,0.2,0.0,100.0,100.0,80.0,80.0,100.0,0.0,0.0,100.0,9.8,Total,Estadual
2.4,5.3,,,100.0,66.66666666666666,0.0,33.33333333333333,100.0,0.0,0.0,100.0,6.333333333333333,Rural,Total
4.8,,,,100.0,0.0,0.0,50.0,100.0,0.0,0.0,100.0,10.5,Urbana,Municipal
5.8,7.5,0.9,1.3,100.0,85.71428571428571,42.85714285714285,71.42857142857143,85.71428571428571,0.0,0.0,85.71428571428571,11.285714285714286,Urbana,Total
,,4.0,5.3,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,33.0,Total,Federal
3.1,3.9,4.0,8.1,100.0,37.5,25.0,62.5,100.0,0.0,75.0,12.5,12.0,Urbana,Privada
1.0,,,,100.0,77.77777777777779,33.33333333333333,100.0,100.0,0.0,0.0,100.0,8.11111111111111,Total,Municipal
0.5,,,,100.0,12.0,36.0,40.0,100.0,0.0,4.0,100.0,7.52,Urbana,Municipal
0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.5,100.0,0.0,0.0,100.0,6.5,Urbana,Total
,,2.2,2.2,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,10.0,Total,Estadual
0.0,,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,Total,Privada
0.0,0.0,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,7.0,Rural,Municipal
4.7,,,,100.0,100.0,50.0,75.0,100.0,0.0,0.0,100.0,10.5,Total,Municipal
